rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
96,1,a,2,2,13,11,6,in,in,oppo,hit,1,no,jump,kill,kill,a
97,1,b,3,3,16,11,14,out,in,oppo,tip,2,no,jump,,,b
97,2,a,14,12,15,15,24,out,out,outside,hit,2,no,,hit_error,hit_error,b
98,1,a,9,2,13,6,3,in,in,d-ball,hit,2,yes,jump,,,b
98,2,b,3,2,15,11,1,out,out,oppo,hit,2,no,,,,b
98,3,a,7,7,13,14,8,in,in,quick,tip,1,no,,,,b
98,4,b,8,6,10,9,1,out,out,bic,free_ball,0,no,,,,b
98,5,a,1,2,14,14,9,in,in,quick,hit,2,no,,,,b
98,6,b,9,9,8,15,12,out,out,outside,tip,2,no,,kill,kill,b
99,1,a,2,2,12,,10,in,dump,dump,dump,1,no,tape,,,b
99,2,b,10,10,9,15,25,out,out,outside,hit,2,yes,,tool,tool,b
100,1,a,3,3,15,15,13,in,in,outside,hit,2,yes,jump,,,a
100,2,b,13,14,8,9,20,in,in,bic,hit,3,no,,hit_error,hit_error,a
101,1,b,3,3,12,15,3,in,in,outside,hit,2,no,jump,,,b
101,2,a,3,3,8,,,out,out,d-ball,,,,,error,error,b
102,1,a,2,3,13,15,2,in,in,outside,hit,2,no,jump,kill,kill,a
103,1,b,3,3,7,15,3,out,out,outside,hit,2,no,jump,,,a
103,2,a,3,3,15,15,22,out,out,outside,hit,2,yes,,tool,tool,a
104,1,b,1,11,14,15,15,in,in,outside,blocked,2,yes,jump,,,b
104,2,b,15,15,3,15,26,out,out,outside,blocked,3,yes,,tool,tool,b
105,1,a,7,7,13,13,8,in,in,quick,off_speed,2,no,float,kill,kill,a
106,1,b,6,6,14,14,,out,out,outside,hit,3,no,float,hit_error,hit_error,a
107,1,b,6,6,12,15,1,in,in,outside,hit,2,no,float,,,b
107,2,a,6,6,16,8,6,out,out,bic,hit,2,no,,,,b
107,3,b,6,6,8,15,22,out,out,outside,hit,3,yes,,tool,tool,b
108,1,a,8,8,13,13,14,in,in,quick,blocked,1,yes,float,,,a
108,2,a,14,15,8,15,9,out,out,outside,tip,2,no,,,,a
108,3,b,8,14,17,,,out,out,bic,,,,,error,error,a
109,1,b,,,,,,,,,,,,jump,ace,ace,a
110,1,b,3,3,,,2,out,,,blocked,1,yes,jump,,,a
110,2,b,7,7,13,15,15,in,out,outside,blocked,3,yes,,blocked,blocked,a
111,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
112,1,a,8,2,13,11,25,in,in,oppo,hit,2,yes,float,tool,tool,a
113,1,b,4,3,13,13,10,in,in,quick,off_speed,1,no,jump,,,b
113,2,a,10,10,3,10,3,out,out,outside,off_speed,3,no,,,,b
113,3,b,2,2,14,15,3,out,out,outside,hit,3,no,,,,b
113,5,a,3,3,8,11,,in,out,oppo,tip,2,no,,hit_error,hit_error,b
114,1,a,3,3,12,11,10,in,in,oppo,hit,2,no,jump,kill,kill,a
115,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
116,1,a,4,4,12,14,7,in,in,quick,hit,1,no,jump,kill,kill,a
117,1,b,3,3,14,15,21,in,in,outside,hit,2,yes,jump,tool,tool,b
118,1,a,1,1,12,15,15,in,in,outside,hit,1,no,jump,kill,kill,a
119,1,b,3,3,14,14,21,in,in,quick,hit,2,no,jump,hit_error,hit_error,a
120,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
121,1,a,4,4,14,15,4,in,in,outside,hit,2,no,float,kill,kill,a
122,1,b,8,8,13,15,10,in,in,outside,hit,2,no,float,kill,kill,b
123,1,a,3,3,6,11,14,out,out,oppo,blocked,2,yes,jump,,,a
123,2,a,14,14,7,11,2,out,out,oppo,hit,2,yes,,kill,kill,a
124,1,b,3,3,13,15,16,in,in,outside,hit,2,yes,jump,tool,tool,b
125,1,a,2,2,13,9,12,in,in,bic,hit,2,yes,float,kill,kill,a
126,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
127,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
128,1,b,3,3,6,11,17,out,out,oppo,hit,2,yes,jump,tool,tool,b
129,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
130,1,b,3,3,13,15,5,in,in,outside,hit,2,no,jump,,,a
130,2,a,9,9,4,15,3,out,out,outside,hit,2,no,,kill,kill,a
131,1,b,4,4,13,15,22,in,in,outside,hit,2,no,jump,hit_error,hit_error,a
132,1,b,,,,,,,,,,,,jump,ace,ace,a
133,1,b,3,3,16,11,11,out,out,oppo,blocked,2,yes,jump,blocked,blocked,a
134,1,b,3,3,13,9,5,in,in,bic,hit,2,no,jump,,,a
134,2,a,10,10,19,13,15,out,out,,free_ball,0,no,,,,a
134,3,b,15,15,13,15,1,in,in,outside,hit,2,yes,,,,a
134,4,a,1,1,,,12,out,,,overpass,0,no,,kill,kill,a
135,1,a,2,2,11,11,17,in,in,oppo,blocked,2,yes,float,tool,tool,a
136,1,b,2,2,9,15,3,out,out,outside,off_speed,2,no,jump,,,a
136,2,a,3,3,11,11,11,in,in,oppo,blocked,2,yes,,,,a
136,3,a,11,11,6,14,12,out,out,outside,tip,1,no,,kill,kill,a
137,1,b,3,3,13,13,13,in,in,quick,off_speed,1,yes,jump,,,a
137,2,a,13,13,8,11,12,out,out,oppo,blocked,2,yes,,,,a
137,3,a,12,12,13,15,8,out,out,outside,blocked,2,yes,,,,a
137,4,a,13,13,7,11,13,out,out,oppo,blocked,2,yes,,,,a
137,5,a,13,13,13,15,8,in,out,outside,hit,2,no,,error,error,a
138,1,b,7,2,12,13,3,in,in,quick,hit,2,no,hybrid,,,b
138,2,a,3,3,5,17,8,out,out,oppo,free_ball,0,no,,,,b
138,3,b,8,8,12,13,8,in,in,quick,off_speed,2,no,,kill,kill,b
139,1,a,4,5,15,26,,out,out,outside,free_ball,0,no,jump,hit_error,hit_error,b
140,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
141,1,b,3,3,16,11,18,out,out,oppo,hit,2,yes,jump,tool,tool,b
142,1,a,4,4,12,14,8,in,in,quick,hit,2,no,jump,kill,kill,a
143,1,b,2,2,13,14,1,in,in,quick,hit,2,yes,jump,error,error,b
144,1,a,2,2,13,14,6,in,in,quick,hit,2,no,jump,kill,kill,a
145,1,b,3,3,13,15,11,in,in,outside,blocked,2,yes,jump,,,a
145,2,b,11,13,8,15,15,out,out,outside,blocked,3,yes,,blocked,blocked,a
146,1,b,5,5,22,26,13,out,out,outside,free_ball,0,no,tape,,,a
146,2,a,13,9,12,15,10,in,in,outside,hit,1,no,,kill,kill,a
147,1,b,3,2,13,6,5,in,in,d-ball,hit,2,no,jump,kill,kill,b
148,1,a,9,10,13,15,11,in,in,outside,tip,2,no,float,kill,kill,a
149,1,b,6,6,7,15,10,out,out,outside,hit,2,no,float,kill,kill,b
150,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
151,1,b,3,3,,,13,out,,,overpass,0,no,jump,,,a
151,2,a,13,13,12,8,2,in,in,bic,hit,0,no,,kill,kill,a
152,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
153,1,a,7,7,12,13,13,in,in,quick,blocked,1,yes,float,,,a
153,2,a,13,8,11,,12,out,,,blocked,1,yes,,,,a
153,3,a,12,12,12,11,25,out,out,oppo,hit,2,yes,,tool,tool,a
154,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
155,1,a,4,4,12,15,10,in,in,outside,hit,1,no,jump,kill,kill,a
156,1,b,,,,,,,,,,,,jump,serve_error,serve_error,a
157,1,a,3,3,13,14,7,in,in,quick,off_speed,1,no,jump,,,a
157,2,b,7,6,15,10,17,out,out,outside,hit,3,yes,,,,a
157,3,a,17,6,16,15,14,out,out,outside,blocked,2,yes,,,,a
157,4,a,14,14,15,15,5,out,out,outside,hit,2,no,,,,a
157,5,b,7,7,3,15,14,out,out,outside,blocked,3,yes,,blocked,blocked,a
158,1,b,5,5,15,26,,out,out,outside,free_ball,0,no,jump,hit_error,hit_error,a
159,1,b,4,3,17,12,6,out,out,oppo,blocked,3,yes,jump,blocked,blocked,a
160,1,b,2,2,8,15,8,out,out,outside,blocked,2,yes,jump,blocked,blocked,a
161,1,b,3,3,13,14,10,in,in,quick,hit,1,no,jump,,,a
161,2,a,10,10,6,10,5,out,out,outside,hit,3,no,,,,a
161,3,b,9,9,8,11,11,out,out,oppo,blocked,2,yes,,blocked,blocked,a
162,1,b,2,2,13,11,26,in,in,oppo,blocked,2,yes,jump,tool,tool,b
163,1,a,3,3,14,15,10,in,in,outside,hit,2,no,jump,kill,kill,a
164,1,b,9,9,13,15,22,in,in,outside,hit,2,no,hybrid,hit_error,hit_error,a
165,1,b,10,9,7,9,7,out,out,bic,tip,3,no,hybrid,,,b
165,2,a,7,10,17,16,12,out,out,oppo,blocked,2,yes,,blocked,blocked,b
166,1,a,2,2,6,14,10,out,in,quick,blocked,2,yes,jump,blocked,blocked,b
167,1,a,8,3,16,6,21,out,out,d-ball,hit,2,yes,hybrid,tool,tool,a
168,1,b,,,,,,,,,,,,float,ace,ace,a
169,1,b,2,2,14,,13,in,dump,dump,blocked,1,yes,float,,,b
169,2,b,13,13,12,15,22,out,out,outside,hit,3,yes,,tool,tool,b
170,1,a,8,8,13,13,4,in,in,quick,hit,2,no,float,kill,kill,a
171,1,b,4,4,26,,,out,,,,,,jump,ace,ace,a
172,1,b,,,,,,,,,,,,jump,ace,ace,a
1,1,b,1,2,17,,,out,,,,,,jump,ace,ace,a
2,1,b,3,3,12,15,10,in,in,outside,hit,1,no,jump,,,b
2,2,a,10,10,7,6,24,in,in,d-ball,hit,2,no,,hit_error,hit_error,b
3,1,a,3,3,13,8,2,in,in,bic,hit,1,no,jump,,,b
3,2,b,2,3,8,15,16,out,out,outside,tip,2,yes,,tool,tool,b
4,1,a,3,3,13,14,10,in,in,quick,hit,1,no,jump,,,b
4,1,b,10,10,11,,,out,,,overpass,0,no,,kill,kill,b
5,1,a,3,3,14,14,10,in,in,quick,hit,1,no,jump,,,a
5,2,b,9,9,10,11,15,out,out,oppo,tip,2,no,,,,a
5,3,a,15,10,15,15,14,out,out,outside,off_speed,2,no,,,,a
5,4,b,13,14,13,11,21,in,in,oppo,hit,2,yes,,,,a
5,5,b,3,3,13,13,11,in,in,quick,tip,2,no,,kill,kill,a
6,1,b,2,2,13,14,8,in,in,quick,hit,2,yes,jump,,,b
6,2,a,8,6,9,15,8,out,out,outside,blocked,3,yes,,blocked,blocked,b
7,1,a,1,2,3,6,15,out,out,oppo,free_ball,0,no,jump,,,b
7,2,b,15,8,12,13,10,in,in,quick,hit,1,no,,kill,kill,b
8,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
9,1,b,1,1,13,11,6,in,in,oppo,hit,2,no,float,kill,kill,b
10,1,a,3,3,8,15,6,out,out,outside,blocked,3,yes,jump,,,a
10,2,a,13,13,8,6,1,out,out,d-ball,hit,3,no,,kill,kill,a
11,1,b,1,1,13,13,10,in,in,quick,hit,1,no,jump,,,b
11,2,a,10,10,15,7,7,out,out,d-ball,free_ball,0,no,,,,b
11,3,b,7,9,12,8,8,in,in,bic,hit,2,no,,kill,kill,b
12,1,a,3,3,23,9,8,out,out,,free_ball,0,no,jump,,,b
12,2,b,8,8,13,13,4,in,in,quick,hit,1,no,,kill,kill,b
13,1,a,3,3,,,14,out,,,blocked,1,yes,jump,blocked,blocked,b
14,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
15,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
16,1,a,6,2,12,13,5,in,in,quick,hit,1,no,jump,kill,kill,a
17,1,b,3,3,11,15,1,in,in,outside,hit,2,no,jump,,,a
17,2,a,1,1,1,15,14,out,out,outside,blocked,3,yes,,,,a
17,3,a,15,15,13,13,16,in,in,quick,hit,1,yes,,tool,tool,a
18,1,b,1,2,11,8,22,in,in,bic,hit,3,no,jump,hit_error,hit_error,a
19,1,b,2,2,11,15,21,in,in,outside,hit,2,yes,jump,,,b
19,2,a,3,3,11,11,24,in,in,oppo,hit,2,yes,,,,b
19,3,b,25,10,3,6,13,out,out,d-ball,hit,3,yes,,kill,kill,b
20,1,a,10,10,13,13,1,in,in,quick,hit,1,no,jump,kill,kill,a
21,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
22,1,a,2,2,16,14,13,out,out,quick,tip,2,yes,jump,,,a
22,2,b,13,13,13,15,13,in,in,outside,tip,2,yes,,,,a
22,3,a,12,12,7,15,6,out,out,outside,free_ball,0,no,,,,a
22,4,b,11,11,12,11,12,in,in,oppo,blocked,2,yes,,blocked,blocked,a
23,1,b,4,5,14,15,12,in,in,outside,tip,2,no,jump,kill,kill,b
24,1,a,2,2,14,6,21,in,in,d-ball,hit,2,yes,jump,kill,kill,a
25,1,b,9,4,12,12,1,in,in,quick,hit,1,no,float,kill,kill,b
26,1,a,3,3,13,8,12,in,in,bic,tip,2,yes,jump,,,b
26,2,b,12,13,13,13,13,out,out,bic,blocked,1,yes,,,,b
26,3,b,13,13,6,15,26,in,in,outside,hit,3,yes,,tool,tool,b
27,1,a,2,2,12,,14,in,dump,dump,dump,1,yes,jump,,,a
27,2,b,14,14,13,14,,out,out,,free_ball,0,no,,,,a
27,3,a,12,12,8,15,12,out,out,outside,tip,1,yes,,,,a
27,4,b,12,12,12,15,1,in,in,outside,hit,1,no,,,,a
27,5,a,6,6,26,15,1,out,out,,free_ball,0,no,,,,a
27,6,b,6,6,8,,,out,,,,,,,error,error,a
28,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
29,1,a,3,3,11,8,18,in,in,bic,hit,2,no,jump,hit_error,hit_error,b
30,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
31,1,b,2,2,12,15,24,in,in,outside,hit,2,no,jump,hit_error,hit_error,a
32,1,b,4,3,23,,,out,,,,,,jump,ace,ace,a
33,1,b,4,3,9,15,15,out,out,outside,blocked,3,yes,jump,,,a
33,2,b,15,15,10,6,8,out,out,d-ball,blocked,3,yes,,blocked,blocked,a
34,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
35,1,a,3,3,13,13,6,in,in,quick,hit,1,no,jump,kill,kill,a
36,1,b,3,3,15,15,5,in,in,outside,hit,3,no,jump,kill,kill,b
37,1,a,4,3,12,14,7,in,in,quick,tip,2,no,jump,,,a
37,2,b,7,6,5,14,7,out,out,outside,free_ball,0,no,,,,a
37,3,a,7,3,11,8,1,in,in,bic,hit,1,no,,kill,kill,a
38,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
39,1,a,3,3,12,13,13,in,in,quick,hit,2,yes,jump,kill,kill,a
40,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
41,1,a,3,3,14,13,,in,in,quick,hit,1,yes,jump,,,a
41,2,b,13,13,,,12,out,,,blocked,1,yes,,blocked,blocked,a
42,1,b,8,8,13,11,10,in,in,oppo,hit,1,no,float,kill,kill,b
43,1,a,4,3,8,15,13,out,out,outside,blocked,3,yes,jump,,,b
43,2,a,13,13,11,15,11,out,out,outside,tip,3,no,,,,b
43,3,b,11,6,8,11,6,out,out,oppo,hit,2,no,,kill,kill,b
44,1,a,3,3,6,15,1,out,out,outside,tip,2,no,jump,,,b
44,2,b,6,6,2,15,11,out,out,outside,blocked,3,yes,,,,b
44,3,b,12,12,13,11,22,in,in,oppo,blocked,2,yes,,tool,tool,b
45,1,a,4,5,15,15,20,out,out,outside,hit,2,no,jump,hit_error,hit_error,b
46,1,a,3,3,11,12,1,in,in,quick,off_speed,2,yes,jump,,,b
46,2,b,7,6,9,11,3,out,out,oppo,hit,3,no,,kill,kill,b
47,1,a,3,3,12,11,11,in,in,oppo,hit,2,yes,jump,,,a
47,2,b,12,12,13,11,25,in,in,oppo,hit,2,no,,hit_error,hit_error,a
48,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
49,1,a,9,4,13,8,15,in,in,bic,hit,3,yes,jump,kill,kill,a
50,1,b,4,3,13,15,5,in,in,outside,hit,2,no,jump,,,b
50,2,a,9,10,18,14,14,out,out,outside,blocked,2,yes,,,,b
50,3,a,14,14,13,,16,in,dump,dump,hit,1,no,,hit_error,hit_error,b
51,1,a,4,4,12,8,3,in,in,bic,hit,2,no,jump,,,a
51,2,b,9,8,14,6,17,out,out,d-ball,hit,2,no,,hit_error,hit_error,a
52,1,b,9,10,12,15,11,in,in,outside,hit,2,yes,float,kill,kill,b
53,1,a,2,2,14,15,2,in,in,outside,hit,2,no,jump,,,a
53,2,b,2,3,10,15,3,out,out,outside,roll_shot,3,no,,,,a
53,3,a,2,3,11,14,1,in,in,quick,hit,2,no,,kill,kill,a
54,1,b,2,2,13,15,25,in,in,outside,hit,2,yes,jump,,,a
54,2,a,25,10,14,15,1,in,in,outside,hit,2,no,,kill,kill,a
55,1,b,2,2,13,15,3,in,in,outside,hit,2,no,jump,kill,kill,b
56,1,a,6,6,13,11,1,in,in,oppo,hit,2,no,float,,,b
56,2,b,2,2,8,15,1,out,out,outside,hit,2,yes,,,,b
56,3,a,1,3,12,11,,in,out,oppo,hit,0,no,,hit_error,hit_error,b
57,1,a,8,7,12,11,1,in,in,oppo,hit,2,no,float,kill,kill,a
58,1,b,1,2,12,13,1,in,in,quick,blocked,2,yes,jump,blocked,blocked,a
59,1,b,3,3,8,6,2,out,out,d-ball,hit,3,no,jump,net,net,b
60,1,a,4,5,7,11,25,out,out,oppo,hit,2,yes,jump,tool,tool,a
61,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
62,1,a,3,3,13,14,10,in,in,quick,hit,1,no,jump,,,b
62,2,b,10,10,3,11,15,out,out,oppo,hit,3,yes,,kill,kill,b
63,1,a,,,,,,,,,,,,jump,ace,ace,b
64,1,a,3,2,15,,,out,,,,,,jump,ace,ace,b
65,1,a,3,3,8,15,14,out,out,outside,blocked,2,yes,jump,blocked,blocked,b
66,1,a,3,3,8,15,10,out,out,outside,blocked,2,yes,jump,,,a
66,2,a,10,10,13,15,10,in,in,outside,hit,2,no,,,,a
66,3,b,10,10,6,15,20,out,out,outside,hit,2,no,,hit_error,hit_error,a
67,1,b,5,5,13,11,9,in,in,oppo,hit,2,yes,jump,kill,kill,b
68,1,a,8,3,13,14,8,in,in,quick,hit,2,no,hybrid,kill,kill,a
69,1,b,3,2,13,13,17,out,,,overpass,0,no,jump,ace,ace,a
70,1,b,3,2,14,,,out,,,,,,jump,ace,ace,a
71,1,b,8,3,8,15,16,out,out,outside,tip,2,yes,hybrid,tool,tool,b
72,1,a,3,3,13,14,3,in,in,quick,hit,2,no,jump,,,b
72,2,b,3,3,13,8,6,in,in,bic,hit,2,no,,kill,kill,b
73,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
74,1,b,5,5,13,13,7,in,in,quick,hit,2,no,float,kill,kill,b
75,1,a,5,5,7,15,5,out,out,outside,blocked,2,yes,jump,blocked,blocked,b
76,1,a,2,2,13,13,14,in,in,quick,blocked,2,yes,jump,blocked,blocked,b
77,1,a,4,5,13,14,13,in,in,quick,hit,2,yes,jump,kill,kill,a
78,1,b,1,1,13,10,3,out,out,outside,hit,3,no,jump,,,b
78,2,a,3,3,7,11,11,out,out,oppo,blocked,2,yes,,blocked,blocked,b
79,1,a,3,3,13,11,11,in,in,oppo,blocked,2,yes,jump,blocked,blocked,b
80,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
81,1,b,3,3,12,13,22,in,in,quick,hit,2,yes,jump,,,a
81,2,a,2,3,14,15,16,in,in,quick,hit,2,yes,,tool,tool,a
82,1,b,3,3,13,13,13,in,in,quick,hit,2,yes,jump,kill,kill,b
83,1,a,3,3,11,12,1,in,in,quick,hit,2,yes,jump,,,a
83,2,b,7,6,9,15,15,out,out,outside,blocked,2,yes,,blocked,blocked,a
84,1,b,9,10,8,15,10,out,out,outside,blocked,2,yes,float,,,b
84,2,b,10,10,5,15,5,out,out,outside,hit,3,no,,kill,kill,b
85,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
86,1,b,4,5,8,15,2,out,out,outside,hit,3,no,jump,kill,kill,b
87,1,a,3,3,13,15,12,in,in,outside,tip,2,no,jump,,,a
87,2,b,12,13,16,8,20,out,out,bic,hit,3,no,,hit_error,hit_error,a
88,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
89,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
90,1,b,9,3,13,13,2,in,in,quick,hit,1,no,float,kill,kill,b
91,1,b,2,1,12,13,1,in,in,quick,hit,1,no,jump,,,a
91,2,a,6,6,9,11,26,out,out,oppo,tip,3,yes,,tool,tool,a
92,1,b,3,3,11,15,4,in,in,outside,hit,1,no,jump,kill,kill,b
93,1,a,4,4,14,14,4,in,in,quick,hit,2,no,jump,kill,kill,a
94,1,b,2,2,13,13,9,in,in,quick,hit,1,no,jump,kill,kill,b
95,1,a,,,,,,,,,,,,jump,ace,ace,b
96,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
97,1,b,3,3,12,8,4,in,in,bic,hit,1,no,jump,kill,kill,b
98,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
99,1,b,2,2,13,11,1,in,in,oppo,hit,2,yes,jump,,,a
99,2,a,1,6,14,11,15,in,in,outside,hit,3,yes,,kill,kill,a
100,1,b,4,3,8,11,4,in,in,oppo,hit,2,no,jump,kill,kill,b
101,1,a,2,2,14,14,4,in,in,quick,hit,3,no,jump,,,a
101,2,b,9,9,13,9,7,out,out,bic,free_ball,0,no,,,,a
101,3,a,7,6,13,13,10,in,in,quick,hit,3,no,,kill,kill,a
102,1,b,3,2,,,2,out,,,blocked,2,yes,jump,blocked,blocked,a
103,1,b,4,3,14,14,14,in,in,quick,hit,1,no,jump,kill,kill,b
104,1,a,2,1,13,15,3,in,in,outside,hit,2,no,jump,kill,kill,a
105,1,b,9,8,10,12,2,in,in,quick,hit,1,no,float,kill,kill,b
106,1,a,10,10,13,9,24,in,in,bic,hit,3,no,float,hit_error,hit_error,b
107,1,a,3,7,14,15,3,in,in,outside,hit,2,no,float,kill,kill,a
108,1,b,3,3,14,15,7,in,in,outside,roll_shot,1,no,jump,,,b
108,2,a,7,6,8,11,20,out,out,oppo,hit,2,no,,hit_error,hit_error,b
109,1,a,2,3,14,15,6,in,in,quick,hit,2,no,jump,kill,kill,a
110,1,b,4,4,12,15,14,in,in,outside,blocked,2,yes,jump,,,b
110,2,b,14,9,13,15,2,in,out,outside,hit,2,yes,,kill,kill,b
111,1,a,2,2,13,11,8,in,in,oppo,hit,2,no,jump,kill,kill,a
112,1,b,4,4,12,15,2,in,in,outside,hit,2,no,float,kill,kill,b
113,1,a,4,4,12,8,22,in,in,bic,hit,3,yes,jump,error,error,b
114,1,a,4,4,13,14,5,in,in,quick,hit,2,yes,jump,,,a
114,2,b,7,7,12,11,12,out,out,oppo,blocked,2,yes,,,,a
114,3,b,12,12,,,15,out,,,overpass,0,no,,,,a
114,4,a,15,10,13,15,1,in,in,outside,hit,2,no,,kill,kill,a
115,1,b,3,3,13,14,13,in,in,quick,hit,2,yes,jump,kill,kill,b
116,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
117,1,b,3,3,12,12,3,in,in,quick,hit,1,no,jump,kill,kill,b
118,1,a,3,3,12,15,3,in,in,outside,hit,2,no,jump,kill,kill,a
119,1,b,7,7,12,11,2,in,in,quick,hit,1,no,float,,,a
119,2,a,3,3,6,15,6,out,out,outside,roll_shot,2,no,,,,a
119,3,b,6,6,13,15,20,in,in,outside,tip,2,no,,hit_error,hit_error,a
120,1,b,7,7,12,11,12,in,in,quick,hit,2,yes,float,,,b
120,2,a,12,12,9,9,6,out,,,roll_shot,0,no,,,,b
120,3,b,7,7,12,,1,in,dump,dump,hit,0,no,,,,b
120,4,a,7,6,16,18,14,out,out,,free_ball,0,no,,,,b
120,5,b,14,9,13,14,2,in,in,quick,hit,1,no,,kill,kill,b
121,1,a,3,3,12,15,2,in,in,outside,hit,2,no,jump,kill,kill,a
122,1,b,,,,,,,,,,,,hybrid,serve_error,serve_error,b
123,1,a,3,3,12,13,12,in,in,quick,hit,1,yes,jump,kill,kill,a
124,1,b,3,2,13,14,9,in,in,quick,hit,1,no,jump,kill,kill,b
125,1,a,2,2,,,12,out,,,blocked,2,yes,jump,blocked,blocked,b
126,1,a,3,3,14,14,8,in,in,quick,hit,1,no,jump,kill,kill,a
127,1,b,3,3,4,11,4,out,out,oppo,hit,3,no,jump,kill,kill,b
128,1,a,2,2,26,8,13,out,out,bic,blocked,2,yes,jump,blocked,blocked,b
129,1,a,8,3,10,11,21,out,out,oppo,hit,3,no,jump,hit_error,hit_error,b
130,1,a,2,2,13,13,24,in,in,quick,hit,2,no,jump,hit_error,hit_error,b
131,1,a,3,3,6,11,13,out,out,oppo,tip,2,no,jump,,,b
131,2,b,13,13,13,15,12,in,in,outside,tip,1,no,,kill,kill,b
132,1,a,3,3,8,13,1,in,in,quick,hit,1,no,jump,,,a
132,2,b,6,6,7,11,12,out,out,oppo,blocked,3,yes,,,,a
132,3,b,12,12,13,15,9,out,out,outside,hit,3,yes,,,,a
132,4,a,7,4,6,15,7,out,out,outside,roll_shot,2,no,,kill,kill,a
133,1,b,3,2,13,11,5,in,in,oppo,hit,2,no,jump,,,a
133,2,a,5,5,8,15,13,out,out,outside,hit,2,yes,,kill,kill,a
134,1,b,1,1,6,11,6,out,out,oppo,hit,2,no,jump,kill,kill,b
135,1,a,4,3,8,15,15,out,out,outside,tip,2,yes,jump,kill,kill,a
136,1,b,2,2,11,15,13,in,in,outside,blocked,2,yes,jump,,,b
136,2,b,13,13,14,,7,in,dump,dump,hit,1,no,,kill,kill,b
1,1,b,3,3,25,13,,out,out,oppo,blocked,2,yes,jump,blocked,blocked,a
2,1,b,3,3,13,15,10,in,in,outside,hit,2,no,jump,,,a
2,2,a,9,9,8,15,2,in,in,outside,hit,2,no,,kill,kill,a
3,1,b,3,3,13,11,12,in,in,oppo,off_speed,1,no,jump,kill,kill,b
4,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
5,1,b,3,3,6,15,13,out,out,outside,hit,3,yes,jump,,,a
5,2,a,13,10,7,11,13,out,out,oppo,hit,2,yes,,kill,kill,a
6,1,b,2,2,7,16,20,out,out,oppo,hit,3,no,jump,hit_error,hit_error,a
7,1,b,3,3,8,15,3,out,out,outside,off_speed,3,no,jump,,,b
7,2,a,3,3,24,8,3,out,out,bic,roll_shot,0,no,,,,b
7,3,b,3,2,13,11,2,in,in,oppo,hit,2,no,,kill,kill,b
8,1,a,9,3,13,11,17,in,in,oppo,hit,2,yes,jump,,,b
8,2,b,11,11,14,15,25,out,out,outside,blocked,3,yes,,kill,kill,b
9,1,a,9,3,6,15,5,out,out,outside,hit,2,yes,jump,,,a
9,2,b,5,3,7,12,18,out,out,oppo,hit,1,no,,hit_error,hit_error,a
10,1,b,8,2,12,11,13,in,in,oppo,blocked,2,yes,tape,blocked,blocked,a
11,1,b,3,3,7,15,3,out,out,outside,roll_shot,3,no,jump,kill,kill,b
12,1,a,3,3,14,15,18,in,in,quick,off_speed,1,no,jump,hit_error,hit_error,b
13,1,a,3,3,13,14,1,in,in,quick,hit,1,no,jump,kill,kill,a
14,1,b,1,1,13,15,3,in,in,outside,hit,2,no,jump,,,b
14,2,a,3,3,19,15,6,out,out,outside,tip,2,no,,,,b
14,3,b,6,1,12,11,1,in,out,oppo,hit,3,no,,kill,kill,b
15,1,a,3,3,13,6,1,in,in,d-ball,hit,2,no,jump,kill,kill,a
16,1,b,4,5,13,15,4,in,in,outside,hit,2,no,jump,kill,kill,b
17,1,a,8,8,13,12,10,in,in,quick,hit,1,no,float,kill,kill,a
